;numero_catalogo;data_entrada;data_determinacao;DataColetaInicial;ano_entrada;mes_entrada;ano_determinacao;mes_determinacao;ano_coleta;mes_coleta;class;kingdom;genero_ent;genero_atual;especie_ent;especie_atual;subespecie_atual;type;DeterminatorFirstName1;DeterminatorLastName1;altitude;max_altitude;ordem;familia;phylum;qualificador_atual;notas_taxonomicas
162;3355;;;;;;;;;;Reptilia;Animalia;Oxyrhopus;Oxyrhopus;nan;0;nan;;;;;;Squamata;Dipsadidae;Chordata;sp.;
163;3356;;;;;;;;;;Reptilia;Animalia;Oxyrhopus;Oxyrhopus;cerradensis;trigeminus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
164;3357;;;;;;;;;;Reptilia;Animalia;Oxyrhopus;Oxyrhopus;petola;petola;nan;;;;;;Squamata;Dipsadidae;Chordata;;
165;3358;;;;;;;;;;Reptilia;Animalia;Oxyrhopus;Oxyrhopus;trigeminus;trigeminus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
166;3359;;;;;;;;;;Reptilia;Animalia;Philodryas;Philodryas;pseudoserra;pseudoserra;nan;;;;;;Squamata;Dipsadidae;Chordata;;
167;3360;;;;;;;;;;Reptilia;Animalia;Philodryas;Philodryas;reinhardti;reinhardti;nan;;;;;;Squamata;Dipsadidae;Chordata;;
168;3361;;;;;;;;;;Reptilia;Animalia;Philodryas;Philodryas;veridissimus;veridissimus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
169;3362;;;;;;;;;;Reptilia;Animalia;Thamnodynastes;Thamnodynastes;pallidus;pallidus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
170;3363;;;;;;;;;;Reptilia;Animalia;Caapora;Caapora;nan;nan;nan;;;;;;;Nan;Chordata;sp.;
171;3364;;;;;;;;;;Reptilia;Animalia;Erythrolamprus;Erythrolamprus;nan;nan;nan;;;;;;Squamata;Dipsadidae;Chordata;sp.;
172;3365;;;12/10/1946;;;;;1946.0;10.0;Reptilia;Animalia;Erythrolamprus;Erythrolamprus;aesculapii;aesculapii;nan;;;;;;Squamata;Dipsadidae;Chordata;sp.;
173;3366;;;;;;;;;;Reptilia;Animalia;Elapomorphus;Elapomorphus;nan;nan;nan;;;;;;Squamata;Dipsadidae;Chordata;sp.;
174;3367;;;;;;;;;;Reptilia;Animalia;Phalotris;Phalotris;lemniscatus;lemniscatus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
175;3368;;;;;;;;;;Reptilia;Animalia;Phalotris;Phalotris;tricolor;mertensi;nan;;;;;;Squamata;Dipsadidae;Chordata;;
176;3369;;00/01/2006;;;;2006.0;1.0;;;Reptilia;Animalia;Apostolepis;Apostolepis;sanctaeritae;sanctaeritae;nan;;A.;Silveira;;;Squamata;Dipsadidae;Chordata;;
177;3370;;00/01/2006;;;;2006.0;1.0;;;Reptilia;Animalia;Apostolepis;Apostolepis;assimilis;assimilis;nan;;A.;Silveira;;;Squamata;Dipsadidae;Chordata;;
178;3371;;;;;;;;;;Reptilia;Animalia;Apostolepis;Apostolepis;cearensis;cearensis;nan;;;;;;Squamata;Dipsadidae;Chordata;;
179;3372;;;10/07/1951;;;;;1951.0;7.0;Reptilia;Animalia;Bothrops;Bothrops;nan;nan;nan;;;;;;Squamata;Viperidae;Chordata;sp.;
180;3373;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;corallinus;corallinus;nan;;;;;;Squamata;Elapidae;Chordata;;
181;3374;;;00/00/1957;;;;;1957.0;0.0;Reptilia;Animalia;Micrurus;Micrurus;decoratus;decoratus;nan;;;;;;Squamata;Elapidae;Chordata;;
182;3375;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;fulvius;fulvius;fulvius;;;;;;Squamata;Elapidae;Chordata;;
183;3376;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;fulvius;diastema;nan;;;;;;Squamata;Elapidae;Chordata;;
184;3377;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;affinis;diastema;nan;;;;;;Squamata;Elapidae;Chordata;;
185;3378;;06/06/2015;;;;2015.0;6.0;;;Reptilia;Animalia;Micrurus;Micrurus;affinis;diastema;nan;;P.;Passos;;;Squamata;Elapidae;Chordata;;
186;3379;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;affinis;diastema;nan;;;;;;Squamata;Elapidae;Chordata;;Topótipo
187;3380;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;affinis;diastema;nan;;;;;;Squamata;Elapidae;Chordata;;
188;3381;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;miparticus;miparticus;nan;;;;;;Squamata;Elapidae;Chordata;;
189;3382;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;nigrocinctus;nigrocinctus;nan;;;;;;Squamata;Elapidae;Chordata;;
190;3383;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;nigrocinctus;nigrocinctus;nan;;;;;;Squamata;Elapidae;Chordata;;
191;3384;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;nigrocinctus;nigrocinctus;nan;;;;;;Squamata;Elapidae;Chordata;;
192;3385;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;nigrocinctus;nigrocinctus;nan;;;;;;Squamata;Elapidae;Chordata;;
193;3386;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;nigrocinctus;nigrocinctus;nan;;;;;;Squamata;Elapidae;Chordata;;
194;3387;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;nigrocinctus;nigrocinctus;nan;;;;;;Squamata;Elapidae;Chordata;;
195;3388;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;nigrocinctus;nigrocinctus;nan;;;;;;Squamata;Elapidae;Chordata;;
196;3389;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;nigrocinctus;nigrocinctus;nan;;;;;;Squamata;Elapidae;Chordata;;
197;3390;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;nigrocinctus;nigrocinctus;nan;;;;;;Squamata;Elapidae;Chordata;;
198;3391;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;nigrocinctus;nigrocinctus;nan;;;;;;Squamata;Elapidae;Chordata;;
199;3392;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;nigrocinctus;nigrocinctus;nan;;;;;;Squamata;Elapidae;Chordata;;
200;3393;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;tschudii;tschudii;nan;;;;;;Squamata;Elapidae;Chordata;;
201;3394;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;tschudii;tschudii;nan;;;;;;Squamata;Elapidae;Chordata;;
202;3395;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;tschudii;tschudii;nan;;;;;;Squamata;Elapidae;Chordata;;
203;3396;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;olssoni;olssoni;nan;;;;;;Squamata;Elapidae;Chordata;;
204;3397;;;;;;;;;;Reptilia;Animalia;Leptomicrurus;Micrurus;narducci;narducci;nan;;;;;;Squamata;Elapidae;Chordata;;
205;3398;;;;;;;;;;Reptilia;Animalia;Leptomicrurus;Leptomicrurus;narducci;narducci;nan;;;;;;Squamata;Elapidae;Chordata;;
206;3399;;27/02/1915;;;;1915.0;2.0;;;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;;;;;Squamata;Viperidae;Chordata;;
207;3400;;27/02/1915;;;;1915.0;2.0;;;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;;;;;Squamata;Viperidae;Chordata;;
208;3401;;;;;;;;;;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;;;;;Squamata;Viperidae;Chordata;;
209;3402;;;;;;;;;;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;;;;;Squamata;Viperidae;Chordata;;
210;3403;;;00/11/1939;;;;;1939.0;11.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
211;3404;;;00/11/1939;;;;;1939.0;11.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
212;3405;;;;;;;;;;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
213;3406;;;00/11/1940;;;;;1940.0;11.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
214;3407;;;00/05/1940;;;;;1940.0;5.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
215;3408;;;00/02/1942;;;;;1942.0;2.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
216;3409;;;00/02/1942;;;;;1942.0;2.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
217;3410;;;00/02/1942;;;;;1942.0;2.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
218;3411;;;00/00/1928;;;;;1928.0;0.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
219;3412;;;20/01/1924;;;;;1924.0;1.0;Reptilia;Animalia;Bothrops;Bothrops;atrox;atrox;nan;;;;;;Squamata;Viperidae;Chordata;;
220;3413;;;00/00/1937;;;;;1937.0;0.0;Reptilia;Animalia;Bothrops;Bothrops;neuwiedii;neuwiedii;nan;;;;;;Squamata;Viperidae;Chordata;;
221;3414;;;00/00/1940;;;;;1940.0;0.0;Reptilia;Animalia;Bothrops;Bothrops;jararacussu;jararacussu;nan;;;;;;Squamata;Viperidae;Chordata;;
222;3415;;;00/00/1940;;;;;1940.0;0.0;Reptilia;Animalia;Bothrops;Bothrops;jararacussu;jararacussu;nan;;;;;;Squamata;Viperidae;Chordata;;
223;3416;;;00/00/1940;;;;;1940.0;0.0;Reptilia;Animalia;Bothrops;Bothrops;jararacussu;jararacussu;nan;;;;;;Squamata;Viperidae;Chordata;;
224;3417;;;00/00/1940;;;;;1940.0;0.0;Reptilia;Animalia;Bothrops;Bothrops;jararacussu;jararacussu;nan;;;;;;Squamata;Viperidae;Chordata;;
225;3418;;;00/00/1940;;;;;1940.0;0.0;Reptilia;Animalia;Bothrops;Bothrops;jararacussu;jararacussu;nan;;;;;;Squamata;Viperidae;Chordata;;
226;3419;;;31/07/1941;;;;;1941.0;7.0;Reptilia;Animalia;Bothrops;Bothrops;jararacussu;jararacussu;nan;;;;;;Squamata;Viperidae;Chordata;;
227;3420;;;13/02/1941;;;;;1941.0;2.0;Reptilia;Animalia;Bothrops;Bothrops;jararacussu;jararacussu;nan;;;;;;Squamata;Viperidae;Chordata;;
228;3421;;;13/02/1941;;;;;1941.0;2.0;Reptilia;Animalia;Bothrops;Bothrops;jararacussu;jararacussu;nan;;;;;;Squamata;Viperidae;Chordata;;
229;3422;;;;;;;;;;Reptilia;Animalia;Bothrops;Bothrops;jararacussu;jararacussu;nan;;;;;;Squamata;Viperidae;Chordata;;
230;3423;;;;;;;;;;Reptilia;Animalia;Bothrops;Bothrops;jararacussu;jararacussu;nan;;;;;;Squamata;Viperidae;Chordata;;
231;3424;;;;;;;;;;Reptilia;Animalia;Bothrops;Bothrops;bilineata;bilineata;nan;;;;;;Squamata;Viperidae;Chordata;;
232;3425;;;;;;;;;;Reptilia;Animalia;Bothrops;Bothrops;jararacussu;jararacussu;nan;;;;;;Squamata;Viperidae;Chordata;;
233;3426;;;;;;;;;;Reptilia;Animalia;Bothrops;Bothrops;paulaensis;paulaensis;nan;;;;;;Squamata;Viperidae;Chordata;;
234;3427;;;;;;;;;;Reptilia;Animalia;Crotalus;Crotalus;durissus;durissus;terrificus;;;;;;Squamata;Viperidae;Chordata;;
235;3428;;;23/04/1945;;;;;1945.0;4.0;Reptilia;Animalia;Crotalus;Crotalus;terrificus;terrificus;nan;;;;;;Squamata;Viperidae;Chordata;;
236;3429;;;23/04/1945;;;;;1945.0;4.0;Reptilia;Animalia;Helicops;Helicops;nan;nan;nan;;;;;;Squamata;Dipsadidae;Chordata;sp.;
237;3430;;;;;;;;;;Reptilia;Animalia;Terrapene;Terrapene;carolina;carolina;nan;;;;;;Testudines;Emydidade;Chordata;;
238;3431;;;;;;;;;;Reptilia;Animalia;Sternotherus;Sternotherus;odoratus;odoratus;nan;;;;;;Squamata;Kinosternidae;Chordata;;
239;3432;;;;;;;;;;Reptilia;Animalia;Chrysemys;Chrysemys;picta;picta;nan;;;;;;Testudines;Emydidae;Chordata;;
240;3433;;;23/01/1973;;;;;1973.0;1.0;Reptilia;Animalia;Corallus;Corallus;caninus;caninus;nan;;;;;;Squamata;Boidae;Chordata;;
241;3434;;;00/06/0000;;;;;0.0;6.0;Reptilia;Animalia;Bothrops;Bothrops;bilineatus;bilineatus;nan;;;;;;Squamata;Viperidae;Chordata;;
242;3435;;;00/00/1974;;;;;1974.0;0.0;Reptilia;Animalia;Podocnemis;Podocnemis;tuberculata;tuberculata;nan;;;;;;Testudines;Podocnemididae;Chordata;;
243;3436;;;00/00/1974;;;;;1974.0;0.0;Reptilia;Animalia;Rhinoclemmys;Rhinoclemmys;pocectularia;punctularia;nan;;;;;;Testudines;Geoemydidae;Chordata;;
244;3437;;;02/02/1975;;;;;1975.0;2.0;Reptilia;Animalia;Helicops;Helicops;angulatus;angulatus;nan;;;;;;Squamata;Dipsadidae;Chordata;;
245;3438;;;00/00/1975;;;;;1975.0;0.0;Reptilia;Animalia;Placosoma;Placosoma;cordylium;cordylium;cordylinum;;;;;;Squamata;Gymnophthalmidae;Chordata;;
246;3439;;;00/00/1975;;;;;1975.0;0.0;Reptilia;Animalia;Rhinobothryum;Rhinobothryum;leutiginosus;leutiginosus;nan;;;;;;Squamata;Colubridae;Chordata;;
247;3440;;;19/11/1975;;;;;1975.0;11.0;Reptilia;Animalia;Xenodon;Xenodon;nan;nan;nan;;;;;;Squamata;Dipsadidae;Chordata;sp.;
248;3441;;00/03/1944;00/03/1944;;;1944.0;3.0;1944.0;3.0;Reptilia;Animalia;Strobilurus;Strobilurus;torquatus;torquatus;nan;;F.;Jackson;;;Squamata;Tropiduridae;Chordata;;
249;3442;;;;;;;;;;Reptilia;Animalia;Strobilurus;Strobilurus;torquatus;torquatus;nan;;;;;;Squamata;Tropiduridae;Chordata;;
250;3443;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;brasiliensis;brasiliensis;brasiliensis;;;;;;Squamata;Leiosauridae;Chordata;;
251;3444;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;iheringii;iheringii;nan;;;;;;Squamata;Leiosauridae;Chordata;;
252;3445;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;iheringii;iheringii;nan;;;;;;Squamata;Leiosauridae;Chordata;;
253;3446;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;brasiliensis;brasiliensis;brasiliensis;;;;;;Squamata;Leiosauridae;Chordata;;
254;3447;;19/07/1963;19/07/1963;;;1963.0;7.0;1963.0;7.0;Reptilia;Animalia;Enyalius;Enyalius;perditus;perditus;nan;;;;;;Squamata;Leiosauridae;Chordata;;
255;3448;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;perditus;perditus;nan;;;;;;Squamata;Leiosauridae;Chordata;;
256;3449;;06/12/1970;06/12/1970;;;1970.0;12.0;1970.0;12.0;Reptilia;Animalia;Enyalius;Enyalius;perditus;perditus;nan;;;;;;Squamata;Leiosauridae;Chordata;;
257;3450;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;perditus;perditus;nan;;;;;;Squamata;Leiosauridae;Chordata;;
258;3451;;;00/10/1952;;;;;1952.0;10.0;Reptilia;Animalia;Enyalius;Enyalius;perditus;perditus;nan;;;;;;Squamata;Leiosauridae;Chordata;;
259;3452;;;25/11/1942;;;;;1942.0;11.0;Reptilia;Animalia;Enyalius;Enyalius;perditus;perditus;nan;;;;;;Squamata;Leiosauridae;Chordata;;
260;3453;;;00/10/1952;;;;;1952.0;10.0;Reptilia;Animalia;Enyalius;Enyalius;perditus;perditus;nan;;;;;;Squamata;Leiosauridae;Chordata;;
261;3454;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;iheringii;iheringii;nan;;;;;;Squamata;Leiosauridae;Chordata;;
262;3455;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;iheringii;iheringii;nan;;;;;;Squamata;Leiosauridae;Chordata;;
263;3456;;;00/00/1944;;;;;1944.0;0.0;Reptilia;Animalia;Enyalius;Enyalius;brasiliensis;brasiliensis;brasiliensis;;;;;;Squamata;Leiosauridae;Chordata;;
264;3457;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;brasiliensis;brasiliensis;brasiliensis;;;;;;Squamata;Leiosauridae;Chordata;;
265;3458;;;00/11/1952;;;;;1952.0;11.0;Reptilia;Animalia;Enyalius;Enyalius;brasiliensis;brasiliensis;brasiliensis;;;;;;Squamata;Leiosauridae;Chordata;;
266;3459;;;13/09/1947;;;;;1947.0;9.0;Reptilia;Animalia;Enyalius;Enyalius;brasiliensis;brasiliensis;brasiliensis;;;;;;Squamata;Leiosauridae;Chordata;;
267;3460;;;12/01/1947;;;;;1947.0;1.0;Reptilia;Animalia;Enyalius;Enyalius;brasiliensis;brasiliensis;brasiliensis;;;;;;Squamata;Leiosauridae;Chordata;;
268;3461;;;20/01/1963;;;;;1963.0;1.0;Reptilia;Animalia;Enyalius;Enyalius;brasiliensis;brasiliensis;brasiliensis;;;;;;Squamata;Leiosauridae;Chordata;;
269;3462;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
270;3463;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
271;3464;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
272;3465;;;03/02/1945;;;;;1945.0;2.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
273;3466;;;20/06/1944;;;;;1944.0;6.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
274;3467;;;00/09/1944;;;;;1944.0;9.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
275;3468;;;00/08/1944;;;;;1944.0;8.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
276;3469;;;00/01/1944;;;;;1944.0;1.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
277;3470;;;00/03/1944;;;;;1944.0;3.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
278;3471;;;00/11/1944;;;;;1944.0;11.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
279;3472;;;;;;;;;;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
280;3473;;;00/03/1944;;;;;1944.0;3.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
281;3474;;;01/09/1944;;;;;1944.0;9.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
282;3475;;;16/02/1945;;;;;1945.0;2.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;catenatus;;;;;;Squamata;Leiosauridae;Chordata;;
283;3476;;;00/11/1969;;;;;1969.0;11.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;nan;;;;;;Squamata;Leiosauridae;Chordata;;
284;3477;;;03/02/1945;;;;;1945.0;2.0;Reptilia;Animalia;Enyalius;Enyalius;catenatus;catenatus;nan;;;;;;Squamata;Leiosauridae;Chordata;;
285;3478;;00/02/1958;00/02/1942;;;1958.0;2.0;1942.0;2.0;Reptilia;Animalia;Anolis;Anolis;leptoscelis;trachyderma;nan;;E.;Willians;;;Squamata;Polychrotidae;Chordata;;
286;3479;;;23/01/1977;;;;;1977.0;1.0;Reptilia;Animalia;Mastigodryas;Mastigodryas;bifossatus;bifossatus;nan;;J.;Pinheiro;;;Squamata;Colubridae;Chordata;;
287;3480;;;10/09/1971;;;;;1971.0;9.0;Reptilia;Animalia;Mastigodryas;Mastigodryas;biossatus;biossatus;nan;;J.;Pinheiro;;;Squamata;Colubridae;Chordata;;
288;3481;;;10/09/1971;;;;;1971.0;9.0;Reptilia;Animalia;Mastigodryas;Mastigodryas;bifossatus;bifossatus;nan;;J.;Pinheiro;;;Squamata;Colubridae;Chordata;;
289;3482;;;00/05/1969;;;;;1969.0;5.0;Reptilia;Animalia;Mastigodryas;Mastigodryas;bifossatus;bifossatus;nan;;A.;Carvalho;;;Squamata;Colubridae;Chordata;;
290;3483;;;27/12/1966;;;;;1966.0;12.0;Reptilia;Animalia;Mastigodryas;Mastigodryas;bifossatus;bifossatus;nan;;J.;Pinheiro;;;Squamata;Colubridae;Chordata;;
291;3484;;;13/07/1975;;;;;1975.0;7.0;Reptilia;Animalia;Mastigodryas;Mastigodryas;bifossatus;bifossatus;nan;;J.;Pinheiro;;;Squamata;Colubridae;Chordata;;
292;3485;;;03/10/1966;;;;;1966.0;10.0;Reptilia;Animalia;Mastigodryas;Mastigodryas;bifossatus;bifossatus;nan;;J.;Pinheiro;;;Squamata;Colubridae;Chordata;;
293;3486;;;03/05/1953;;;;;1953.0;5.0;Reptilia;Animalia;Mastigodryas;Mastigodryas;bifossatus;bifossatus;nan;;J.;Pinheiro;;;Squamata;Colubridae;Chordata;;
294;3487;;;09/05/1943;;;;;1943.0;5.0;Reptilia;Animalia;Mastigodryas;Mastigodryas;bifossatus;bifossatus;nan;;J.;Pinheiro;;;Squamata;Colubridae;Chordata;;
295;3488;;;00/11/1973;;;;;1973.0;11.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;J.;Pinheiro;;;Squamata;Viperidae;Chordata;;
296;3489;;;22/03/1947;;;;;1947.0;3.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;J.;Pinheiro;;;Squamata;Viperidae;Chordata;;
297;3490;;;23/01/1965;;;;;1965.0;1.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;J.;Pinheiro;;;Squamata;Viperidae;Chordata;;
298;3491;;;10/01/1965;;;;;1965.0;1.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;J.;Pinheiro;;;Squamata;Viperidae;Chordata;;
299;3492;;;00/00/1968;;;;;1968.0;0.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;J.;Pinheiro;;;Squamata;Viperidae;Chordata;;
300;3493;;;21/09/1965;;;;;1965.0;9.0;Reptilia;Animalia;Bothrops;Bothrops;jararaca;jararaca;nan;;J.;Pinheiro;;;Squamata;Viperidae;Chordata;;
301;3494;;;00/03/1977;;;;;1977.0;3.0;Reptilia;Animalia;Chironius;Chironius;laevicollis;laevicollis;nan;;J.;Pinheiro;;;Squamata;Colubridae;Chordata;;
302;3495;;;02/11/1965;;;;;1965.0;11.0;Reptilia;Animalia;Xenodon;Xenodon;merremii;merremii;nan;;J.;Pinheiro;;;Squamata;Dipsadidae;Chordata;;
303;3496;;;21/08/1977;;;;;1977.0;8.0;Reptilia;Animalia;Xenodon;Xenodon;merremii;merremii;nan;;J.;Pinheiro;;;Squamata;Dipsadidae;Chordata;;
304;3497;;;00/09/1960;;;;;1960.0;9.0;Reptilia;Animalia;Chironius;Chironius;laevicollis;laevicollis;nan;;J.;Pinheiro;;;Squamata;Colubridae;Chordata;;
305;3498;;;00/00/1976;;;;;1976.0;0.0;Reptilia;Animalia;Hydromedusa;Hydromedusa;tactifera;tactifera;nan;;A.;Carvalho;;;Testudines;Chelidae;Chordata;;
306;3499;;;;;;;;;;Reptilia;Animalia;Chelonia;Chelonia;mydas;mydas;nan;;A.;Carvalho;;;Testudines;Cheloniidae;Chordata;;
307;3500;;;;;;;;;;Reptilia;Animalia;Chelonia;Chelonia;mydas;mydas;nan;;A.;Carvalho;;;Testudines;Cheloniidae;Chordata;;
308;3501;;;;;;;;;;Reptilia;Animalia;Uracentron;Uracentron;azureum;azureum;nan;;J.;Pinheiro;;;Squamata;Tropiduridae;Chordata;;
309;3502;;;;;;;;;;Reptilia;Animalia;Hoplocercus;Hoplocercus;spinosus;spinosus;nan;;J.;Pinheiro;;;Squamata;Hoplocercidae;Chordata;;
310;3503;;;;;;;;;;Reptilia;Animalia;Micrurus;Micrurus;corallinus;corallinus;nan;;J.;Pinheiro;;;Squamata;Elapidae;Chordata;;
311;3504;;;00/01/1978;;;;;1978.0;1.0;Reptilia;Animalia;Mastigodryas;Mastigodryas;bifossatus;bifossatus;nan;;J.;Pinheiro;;;Squamata;Colubridae;Chordata;;
312;3505;;;;;;;;;;Reptilia;Animalia;Spilotes;Spilotes;pulatus;pulatus;nan;;J.;Pinheiro;;;Squamata;Colubridae;Chordata;;
313;3506;;;;;;;;;;Reptilia;Animalia;Tupinambis;Tupinambis;teguixin;teguixin;nan;;J.;Pinheiro;;;Squamata;Teiidae;Chordata;;
314;3507;;;;;;;;;;Reptilia;Animalia;Philodryas;Philodryas;olfersii;olfersii;nan;;J.;Pinheiro;;;Squamata;Dipsadidae;Chordata;;
315;3508;;;;;;;;;;Reptilia;Animalia;Philodryas;Philodryas;olfersii;olfersii;nan;;J.;Pinheiro;;;Squamata;Dipsadidae;Chordata;;
316;3509;;;;;;;;;;Reptilia;Animalia;Philodryas;Philodryas;olfersii;olfersii;nan;;J.;Pinheiro;;;Squamata;Dipsadidae;Chordata;;
317;3510;;;;;;;;;;Reptilia;Animalia;Hoplocercus;Hoplocercus;spinosus;spinosus;nan;;J.;Pinheiro;;;Squamata;Hoplocercidae;Chordata;;
318;3511;;;;;;;;;;Reptilia;Animalia;Hoplocercus;Hoplocercus;spinosus;spinosus;nan;;J.;Pinheiro;;;Squamata;Hoplocercidae;Chordata;;
319;3512;;;;;;;;;;Reptilia;Animalia;Mastigodryas;Mastigodryas;bifossatus;bifossatus;nan;;J.;Pinheiro;;;Squamata;Colubridae;Chordata;;
320;3513;;;;;;;;;;Reptilia;Animalia;Caiman;Caiman;latirostris;latirostris;nan;;A.;Carvalho;;;Crocodylia;Alligatoridae;Chordata;;
321;3514;;;00/05/1965;;;;;1965.0;5.0;Reptilia;Animalia;Leptodeira;Leptodeira;annulata;annulata;nan;;J.;Pinheiro;;;Squamata;Dipsadidae;Chordata;;
322;3515;;;00/08/1947;;;;;1947.0;8.0;Reptilia;Animalia;Hoplocercus;Hoplocercus;spinosus;spinosus;nan;;J.;Pinheiro;;;Squamata;Hoplocercidae;Chordata;;
323;3516;;00/10/1977;00/00/1824;;;1977.0;10.0;1824.0;0.0;Reptilia;Animalia;Chironius;Chironius;laevicollis;laevicollis;nan;;A.;Carvalho;;;Squamata;Colubridae;Chordata;;
