;catalog_number;cataloged_date;Determined date 1;Start Date;start_year;start_month;determined_year;determined_month;cataloged_month;cataloged_year;class;kingdom;genus;species;family;phylum;order;type;author;author_year;determiner_full_name;determiner_full_name1;determiner_full_name2;collector_full_name;collector_full_name2;collector_full_name3;collector_full_name4;collector_first_name;collector_last_name;qualifier;min_depth;max_depth;lat;long;continent;water_body;country;state;county;locality
66;IBUFRJ 0067;1998-12-03;1997-00-00;1998-12-01;1998.0;12.0;1997.0;0.0;12.0;1998.0;Polychaeta;Animalia;Capitella;capitata;Capitellidae;Annelida;Scolecida;;(Fabricius; 1780);Paulo C. Paiva;;;J Silva;;;;J;Silva;;0.0;0.0;-2.8444444;-40.6777778;South America;Atlantic Ocean;Brazil;Ceará;;Costa Norte do Ceará
67;IBUFRJ 0068;1998-06-08;2003-00-00;1998-06-01;1998.0;6.0;2003.0;0.0;6.0;1998.0;Polychaeta;Animalia;Spiophanes;duplex;Spionidae;Annelida;Spionida;;(Chamberlin; 1919) ;Vasily I. Radashevsky;;;Andre Esteves;;;;Andre;Esteves;;0.0;0.0;-22.9041667;-43.8719444;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande
68;IBUFRJ 0069;1998-06-08;2000-00-00;1998-06-01;1998.0;6.0;2000.0;0.0;6.0;1998.0;Polychaeta;Animalia;Sigambra;grubii;Pilargidae;Annelida;Phyllodocida;;Müller in Grube;1858;Paulo C. Paiva;;;Andre Esteves;;;;Andre;Esteves;;0.0;0.0;-22.9041667;-43.8719444;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande
69;IBUFRJ 0070;1998-06-08;2000-00-00;1998-06-01;1998.0;6.0;2000.0;0.0;6.0;1998.0;Polychaeta;Animalia;Leitoscoloplos;fragilis;Orbiniidae;Annelida;Scolecida;;(Verrill; 1873);Paulo C. Paiva;;;Andre Esteves;;;;Andre;Esteves;cf.;0.0;0.0;-22.9041667;-43.8719444;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande
70;IBUFRJ 0071;1999-05-06;2000-00-00;1998-05-01;1998.0;5.0;2000.0;0.0;5.0;1999.0;Polychaeta;Animalia;Diopatra;cuprea;Onuphidae;Annelida;Eunicida;;(Bosc; 1802);Paulo C. Paiva;;;Andre Esteves;;;;Andre;Esteves;cf.;0.0;0.0;-22.9041667;-43.8719444;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande
71;IBUFRJ 0072;1999-01-05;2000-00-00;1998-05-01;1998.0;5.0;2000.0;0.0;1.0;1999.0;Polychaeta;Animalia;Sternaspis;capillata;Sternaspidae;Annelida;Terebellida;;Nonato;1966;Paulo C. Paiva;;;Andre Esteves;;;;Andre;Esteves;;0.0;0.0;-22.9041667;-43.8719444;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Itaguaí;Coroa Grande
72;IBUFRJ 0073;1999-01-05;1999-00-00;1998-01-01;1998.0;1.0;1999.0;0.0;1.0;1999.0;Polychaeta;Animalia;Laeonereis;culveri;Nereididae;Annelida;Phyllodocida;;(Webster; 1974);Susie Subrinho;;;Susie Subrinho;;;;Susie;Subrinho;;0.0;0.0;-22.7805556;-43.2777778;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Duque de Caxias;Duque de Caxias
73;IBUFRJ 0074;1986-12-01;1998-00-00;1986-12-01;1986.0;12.0;1998.0;0.0;12.0;1986.0;Polychaeta;Animalia;Pectinaria;laelia;Pectinariidae;Annelida;Terebellida;;Nonato;1981;Christine Ruta;;;Flavio Fernandes;Navio Miguel Dos Santos;Navio Sub-oficial Oliveira;;Flavio;Fernandes;;30.0;30.0;-22.95;-42.1833333;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Arraial do cabo;Arraial do cabo
74;IBUFRJ 0075;1988-03-12;1998-00-00;1986-03-02;1986.0;3.0;1998.0;0.0;3.0;1988.0;Polychaeta;Animalia;Hydroides;sp.;Serpulidae;Annelida;Sabellida;;;;Christine Ruta;;;Flavio Fernandes;Navio Miguel Dos Santos;Navio Sub-oficial Oliveira;;Flavio;Fernandes;;45.0;60.0;-22.95;-42.1833333;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Arraial do cabo;Arraial do cabo
75;IBUFRJ 0076;1988-03-12;2000-00-00;;;;2000.0;0.0;3.0;1988.0;Polychaeta;Animalia;Eurythoe;complanata;Amphinomidae;Annelida;Amphinomida;;(Pallas; 1766);Paulo C. Paiva;;;M Araujo;;;;M;Araujo;;0.0;0.0;-3.7166667;-38.4666667;South America;Atlantic Ocean;Brazil;Ceará;Trairi;Praia de Flexeiras
76;IBUFRJ 0077;1988-03-12;2000-00-00;;;;2000.0;0.0;3.0;1988.0;Polychaeta;Animalia;Chaetozone;sp.;Cirratulidae;Annelida;Terebellida;;;;Paulo C. Paiva;;;M Araujo;;;;M;Araujo;;0.0;0.0;-3.7166667;-38.4666667;South America;Atlantic Ocean;Brazil;Ceará;Trairi;Praia de Flexeiras
77;IBUFRJ 0078;1988-03-12;2000-00-00;;;;2000.0;0.0;3.0;1988.0;Polychaeta;Animalia;Eurythoe;complanata;Amphinomidae;Annelida;Amphinomida;;(Pallas; 1766);Paulo C. Paiva;;;M Araujo;;;;M;Araujo;;0.0;0.0;-3.7166667;-38.4666667;South America;Atlantic Ocean;Brazil;Ceará;Caucaia ;Praia de Iparana
78;IBUFRJ 0079;1988-03-12;2000-00-00;;;;2000.0;0.0;3.0;1988.0;Polychaeta;Animalia;Abyssoninoe;sp.;Lumbrineridae;Annelida;Eunicida;;;;Paulo C. Paiva;;;M Araujo;;;;M;Araujo;;0.0;0.0;-3.7166667;-38.4666667;South America;Atlantic Ocean;Brazil;Ceará;Caucaia ;Praia de Iparana
79;IBUFRJ 0080;1988-03-12;2000-00-00;;;;2000.0;0.0;3.0;1988.0;Polychaeta;Animalia;Neanthes;sp.;Nereididae;Annelida;Phyllodocida;;;;Paulo C. Paiva;;;M Araujo;;;;M;Araujo;;0.0;0.0;-3.7166667;-38.4666667;South America;Atlantic Ocean;Brazil;Ceará;Caucaia ;Praia de Iparana
80;IBUFRJ 0081;1988-03-12;2000-00-00;;;;2000.0;0.0;3.0;1988.0;Polychaeta;Animalia;Syllis;variegata;Syllidae;Annelida;Phyllodocida;;Grube;1860;Paulo C. Paiva;;;M Araujo;;;;M;Araujo;cf.;0.0;0.0;-3.7166667;-38.4666667;South America;Atlantic Ocean;Brazil;Ceará;Caucaia ;Praia de Iparana
81;IBUFRJ 0082;1988-03-12;2000-00-00;;;;2000.0;0.0;3.0;1988.0;Polychaeta;Animalia;Syllis;variegata;Syllidae;Annelida;Phyllodocida;;Grube;1860;Paulo C. Paiva;;;M Araujo;;;;M;Araujo;cf.;0.0;0.0;-3.7166667;-38.4666667;South America;Atlantic Ocean;Brazil;Ceará;Trairi;Praia de Flexeiras
82;IBUFRJ 0083;1988-03-12;2000-00-00;;;;2000.0;0.0;3.0;1988.0;Polychaeta;Animalia;Perinereis;ponteni;Nereididae;Annelida;Phyllodocida;;Kinberg;1866;Paulo C. Paiva;;;M Araujo;;;;M;Araujo;;0.0;0.0;-3.7166667;-38.4666667;South America;Atlantic Ocean;Brazil;Ceará;Trairi;Praia de Flexeiras
83;IBUFRJ 0084;2000-07-08;2000-00-00;2000-07-08;2000.0;7.0;2000.0;0.0;7.0;2000.0;Polychaeta;Animalia;Paradiopatra;hartmanae;Onuphidae;Annelida;Eunicida;;(Kirkegaard; 1981);Paulo C. Paiva;;;Vera Silva;;;;Vera;Silva;cf.;1800.0;1800.0;-22.6188889;-40.0744444;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos
84;IBUFRJ 0085;2000-07-08;2000-00-00;2000-07-08;2000.0;7.0;2000.0;0.0;7.0;2000.0;Polychaeta;Animalia;Hemipodia;sp.;Glyceridae;Annelida;Phyllodocida;;;;Paulo C. Paiva;;;Vera Silva;;;;Vera;Silva;;1800.0;1800.0;-22.6188889;-40.0744444;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Bacia de Campos
85;IBUFRJ 0086;2000-07-08;2000-00-00;;;;2000.0;0.0;7.0;2000.0;Polychaeta;Animalia;Naineris;laevigata;Orbiniidae;Annelida;Scolecida;;(Grube; 1855);Paulo C. Paiva;;;M Araujo;;;;M;Araujo;;0.0;0.0;-3.7166667;-38.4666667;South America;Atlantic Ocean;Brazil;Ceará;Trairi;Praia de Flexeiras
86;IBUFRJ 0087;2000-07-08;2000-00-00;;;;2000.0;0.0;7.0;2000.0;Polychaeta;Animalia;Nan;nan;Terebellidae;Annelida;Terebellida;;;;Paulo C. Paiva;;;M Araujo;;;;M;Araujo;;0.0;0.0;-3.7166667;-38.4666667;South America;Atlantic Ocean;Brazil;Ceará;Trairi;Praia de Flexeiras
87;IBUFRJ 0088;2000-07-08;2000-00-00;;;;2000.0;0.0;7.0;2000.0;Polychaeta;Animalia;Hypsicomus;elegans;Sabellidae;Annelida;Sabellida;;(Webster; 1884);Paulo C. Paiva;;;M Araujo;;;;M;Araujo;;0.0;0.0;-3.7166667;-38.4666667;South America;Atlantic Ocean;Brazil;Ceará;Trairi;Praia de Flexeiras
88;IBUFRJ 0089;2000-07-08;2000-00-00;;;;2000.0;0.0;7.0;2000.0;Polychaeta;Animalia;Branchiomma;nigromaculatum;Sabellidae;Annelida;Sabellida;;(Baird; 1865);Paulo C. Paiva;;;M Araujo;;;;M;Araujo;;0.0;0.0;-3.7166667;-38.4666667;South America;Atlantic Ocean;Brazil;Ceará;Trairi;Praia de Flexeiras
89;IBUFRJ 0090;2000-07-08;2000-00-00;;;;2000.0;0.0;7.0;2000.0;Polychaeta;Animalia;Branchiomma;nigromaculatum;Sabellidae;Annelida;Sabellida;;(Baird; 1865);;;;;;;;;;;;;-17.9686111;-38.7127778;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Abrolhos
90;IBUFRJ 0091;2000-07-08;2000-00-00;;;;2000.0;0.0;7.0;2000.0;Polychaeta;Animalia;Chaetacanthus;magnificus;Polynoidae;Annelida;Phyllodocida;;(Grube; 1875);Paulo C. Paiva;;;M Araujo;;;;M;Araujo;;0.0;0.0;-3.7166667;-38.4666667;South America;Atlantic Ocean;Brazil;Ceará;Trairi;Praia de Flexeiras
91;IBUFRJ 0092;2000-08-30;2000-00-00;2000-08-30;2000.0;8.0;2000.0;0.0;8.0;2000.0;Polychaeta;Animalia;Branchiomma;nigromaculatum;Sabellidae;Annelida;Sabellida;;(Baird; 1865);Paulo C. Paiva;;;Paulo Paiva;;;;Paulo;Paiva;;18.0;18.0;-4.4072222;-37.31675;South America;Atlantic Ocean;Brazil;Ceará;Icapui;Ao largo de Icapui
92;IBUFRJ 0093;2000-08-03;2000-00-00;2000-08-03;2000.0;8.0;2000.0;0.0;8.0;2000.0;Polychaeta;Animalia;Hermodice;carunculata;Amphinomidae;Annelida;Amphinomida;;(Pallas; 1766);Paulo C. Paiva;;;Paulo Costa;;;;Paulo;Costa;;30.0;30.0;-4.4072222;-37.2069444;South America;Atlantic Ocean;Brazil;Ceará;Icapui;Ao largo de Icapui
93;IBUFRJ 0094;2000-11-01;2000-00-00;2000-11-01;2000.0;11.0;2000.0;0.0;11.0;2000.0;Polychaeta;Animalia;Branchiomma;nigromaculatum;Sabellidae;Annelida;Sabellida;;(Baird; 1865);Paulo C. Paiva;;;Fernando Alvares;;;;Fernando;Alvares;;5.0;5.0;-20.3166667;-40.3166667;South America;Atlantic Ocean;Brazil;Espírito Santo;Vitória;Praia de Camburi
94;IBUFRJ 0095;2000-02-26;2001-00-00;2000-02-26;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Ceratocephale;oculata;Nereididae;Annelida;Phyllodocida;;Banse;1977;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;15.0;15.0;-17.5059333;-39.0130667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Timbebas
95;IBUFRJ 0096;2000-02-11;2001-00-00;2000-02-11;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Poecilochaetus;serpens;Poecilochaetidae;Annelida;Spionida;;Allen;1904;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;8.0;8.0;-17.99605;-39.2726;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife de Viçosa
96;IBUFRJ 0097;2000-02-27;2001-00-00;2000-02-27;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Poecilochaetus;serpens;Poecilochaetidae;Annelida;Spionida;;Allen;1904;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;5.0;5.0;-17.6057667;-39.04955;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Banco de Abrolhos
97;IBUFRJ 0098;2000-02-16;2001-00-00;2000-02-16;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Poecilochaetus;serpens;Poecilochaetidae;Annelida;Spionida;;Allen;1904;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;15.0;15.0;-16.8826167;-39.0516667;South America;Atlantic Ocean;Brazil;Bahia;Porto;Recife dos Itacolomis
98;IBUFRJ 0099;2000-02-28;2001-00-00;2000-02-28;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Magelona;posterelongata;Magelonidae;Annelida;Spionida;;Bolivar & Lana;1986;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;8.0;8.0;-17.7031333;-39.0598667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Banco de Abrolhos
99;IBUFRJ 0100;2000-02-27;2001-00-00;2000-02-27;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Magelona;variolamellata;Magelonidae;Annelida;Spionida;;Bolivar & Lana;1986;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;5.0;5.0;-17.6057667;-39.04955;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Banco de Abrolhos
100;IBUFRJ 0101;2000-02-16;2001-00-00;2000-02-16;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Magelona;variolamellata;Magelonidae;Annelida;Spionida;;Bolivar & Lana;1986;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;15.0;15.0;-16.8826167;-39.0516667;South America;Atlantic Ocean;Brazil;Bahia;Porto;Recife dos Itacolomis
101;IBUFRJ 0102;2000-02-24;2001-00-00;2000-02-24;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Terebellides;anguicomus;Trichobranchidae;Annelida;Terebellida;;Müller;1858;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;27.0;27.0;-18.0480333;-38.6794833;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Parcel dos Abrolhos
102;IBUFRJ 0103;2000-02-16;2001-00-00;2000-02-16;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Terebellides;anguicomus;Trichobranchidae;Annelida;Terebellida;;Müller;1858;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;15.0;15.0;-16.8826167;-39.0516667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife dos Itacolomis
103;IBUFRJ 0104;2000-02-25;2001-00-00;2000-02-25;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Terebellides;anguicomus;Trichobranchidae;Annelida;Terebellida;;Müller;1858;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;8.0;8.0;-17.7521167;-38.9786667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife da Lixa
104;IBUFRJ 0105;2000-02-19;2001-00-00;2000-02-19;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Terebellides;anguicomus;Trichobranchidae;Annelida;Terebellida;;Müller;1858;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;5.0;9.0;-17.99605;-39.2726;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife das Paredes
105;IBUFRJ 0106;2000-02-26;2001-00-00;2000-02-26;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Lumbrineris;tetraura;Lumbrineridae;Annelida;Eunicida;;(Schmarda; 1861);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;15.0;15.0;-17.5059333;-39.0130667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Timbebas
106;IBUFRJ 0107;2000-02-28;2001-00-00;2000-02-28;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Lumbrineris;tetraura;Lumbrineridae;Annelida;Eunicida;;(Schmarda; 1861);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;8.0;8.0;-17.7031333;-39.0598667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Timbebas
107;IBUFRJ 0108;2000-02-11;2001-00-00;2000-02-11;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Lumbrineris;tetraura;Lumbrineridae;Annelida;Eunicida;;(Schmarda; 1861);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;4.0;4.0;-17.9612;-39.2140167;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Coroa Vermelha
108;IBUFRJ 0109;2000-02-27;2001-00-00;2000-02-27;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Lumbrineris;tetraura;Lumbrineridae;Annelida;Eunicida;;(Schmarda; 1861);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;5.0;5.0;-17.6057667;-39.04955;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife da Areia
109;IBUFRJ 0110;2000-02-13;2001-00-00;2000-02-13;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Lumbrineris;tetraura;Lumbrineridae;Annelida;Eunicida;;(Schmarda; 1861);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;3.0;6.0;-17.9549833;-39.2186333;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Coroa Vermelha
110;IBUFRJ 0111;2000-02-17;2001-00-00;2000-02-17;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Lumbrineris;tetraura;Lumbrineridae;Annelida;Eunicida;;(Schmarda; 1861);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;4.0;6.0;-16.8981833;-39.0785833;South America;Atlantic Ocean;Brazil;Bahia;Porto;Itacolomis
111;IBUFRJ 0112;2000-02-25;2001-00-00;2000-02-25;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Lumbrineris;tetraura;Lumbrineridae;Annelida;Eunicida;;(Schmarda; 1861);Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;5.0;9.0;-17.99605;-39.2726;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Parcel das Paredes
112;IBUFRJ 0113;2000-02-21;2001-00-00;2000-02-21;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Lumbrineris;inflata;Lumbrineridae;Annelida;Eunicida;;Moore;1911;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;12.0;12.0;-17.7149667;-38.6001389;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Caladas
113;IBUFRJ 0114;2000-02-27;2001-00-00;2000-02-27;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Lumbrineris;inflata;Lumbrineridae;Annelida;Eunicida;;Moore;1911;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;26.0;26.0;-17.7000972;-38.8738;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife da Planície de Algas Calcáreas
114;IBUFRJ 0115;2000-02-23;2001-00-00;2000-02-23;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Lumbrineris;cruzensis;Lumbrineridae;Annelida;Eunicida;;Hartman;1944;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;29.0;29.0;-18.01315;-38.63945;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Parcel dos Abrolhos
115;IBUFRJ 0116;2000-02-11;2001-00-00;2000-02-11;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Lumbrineris;cruzensis;Lumbrineridae;Annelida;Eunicida;;Hartman;1944;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;4.0;4.0;-17.99605;-39.2726;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife de Nova Viçosa
116;IBUFRJ 0117;2000-02-15;2001-00-00;2000-02-15;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Eranno;sp.;Lumbrineridae;Annelida;Eunicida;;;;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;4.0;4.0;-17.00535;-39.1274667;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Pataxos
117;IBUFRJ 0118;2000-02-19;2001-00-00;2000-02-19;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Eranno;sp.;Lumbrineridae;Annelida;Eunicida;;;;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;5.0;9.0;-17.99605;-39.2726;South America;Atlantic Ocean;Brazil;Bahia;Caravelas;Recife de Paredes
118;IBUFRJ 0119;2000-02-16;2001-00-00;2000-02-16;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Ninoe;brasiliensis;Lumbrineridae;Annelida;Eunicida;;Kinberg;1865;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;5.0;10.0;-16.8864333;-39.0850667;South America;Atlantic Ocean;Brazil;Bahia;Porto;Recife de Itacolomis
119;IBUFRJ 0120;2000-02-11;2001-00-00;2000-02-11;2000.0;2.0;2001.0;0.0;2.0;2000.0;Polychaeta;Animalia;Ninoe;brasiliensis;Lumbrineridae;Annelida;Eunicida;;Kinberg;1865;Paulo C. Paiva;;;Paulo Paiva;Barco Horizonte Aberto;;;Paulo;Paiva;;8.0;8.0;-17.99605;-39.2726;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Recife de Nova Viçosa
120;IBUFRJ 0121;1997-11-07;1998-00-00;1997-11-01;1997.0;11.0;1998.0;0.0;11.0;1997.0;Polychaeta;Animalia;Palola;brasiliensis;Eunicidae;Annelida;Eunicida;Holotype;Zanol,Paiva & Attolini;2000;Paulo C. Paiva;Joana Zanol;Joana Zanol;Paulo Paiva;;;;Paulo;Paiva;;50.0;50.0;-17.0983333;-36.7502222;South America;Atlantic Ocean;Brazil;Bahia;Nova Viçosa;Bahia
121;IBUFRJ 0122;1997-11-07;1998-00-00;1997-11-01;1997.0;11.0;1998.0;0.0;11.0;1997.0;Polychaeta;Animalia;Palola;brasiliensis;Eunicidae;Annelida;Eunicida;Paratype;Zanol,Paiva & Attolini;2000;Paulo C. Paiva;Joana Zanol;Joana Zanol;Paulo Paiva;Navio Astro Garoupa;;;Paulo;Paiva;;58.0;58.0;-19.8000278;-37.7727778;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo
122;IBUFRJ 0123;1997-11-07;1998-00-00;1997-11-01;1997.0;11.0;1998.0;0.0;11.0;1997.0;Polychaeta;Animalia;Palola;brasiliensis;Eunicidae;Annelida;Eunicida;Paratype;Zanol,Paiva & Attolini;2000;Paulo C. Paiva;Joana Zanol;Joana Zanol;Paulo Paiva;Navio Astro Garoupa;;;Paulo;Paiva;;65.0;65.0;-20.8566667;-33.7727778;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo
123;IBUFRJ 0124;1997-11-07;1998-00-00;;;;1998.0;0.0;11.0;1997.0;Polychaeta;Animalia;Palola;brasiliensis;Eunicidae;Annelida;Eunicida;Paratype;Zanol,Paiva & Attolini;2000;Paulo C. Paiva;Joana Zanol;Joana Zanol;Navio Astro Garoupa;;;;Navio;Astro Garoupa;;;;-20.8566667;-33.7727778;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo
124;IBUFRJ 0125;1997-10-17;1998-00-00;1997-10-01;1997.0;10.0;1998.0;0.0;10.0;1997.0;Polychaeta;Animalia;Palola;brasiliensis;Eunicidae;Annelida;Eunicida;Paratype;Zanol,Paiva & Attolini;2000;Paulo C. Paiva;Joana Zanol;Joana Zanol;Paulo Paiva;Navio Astro Garoupa;;;Paulo;Paiva;;65.0;65.0;-19.5197222;-38.7668333;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo
125;IBUFRJ 0126;1996-02-12;1998-00-00;1996-02-01;1996.0;2.0;1998.0;0.0;2.0;1996.0;Polychaeta;Animalia;Palola;brasiliensis;Eunicidae;Annelida;Eunicida;Paratype;Zanol,Paiva & Attolini;2000;Paulo C. Paiva;Joana Zanol;Joana Zanol;Paulo Paiva;;;;Paulo;Paiva;;22.0;22.0;-18.8744444;-39.5902778;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo
126;IBUFRJ 0127;1997-10-17;1998-00-00;1997-10-01;1997.0;10.0;1998.0;0.0;10.0;1997.0;Polychaeta;Animalia;Palola;brasiliensis;Eunicidae;Annelida;Eunicida;Paratype;Zanol,Paiva & Attolini;2000;Paulo C. Paiva;Joana Zanol;Joana Zanol;Paulo Paiva;Navio Astro Garoupa;;;Paulo;Paiva;;55.0;55.0;-18.8744444;-39.5902778;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo
127;IBUFRJ 0128;1996-02-12;1998-00-00;1996-02-01;1996.0;2.0;1998.0;0.0;2.0;1996.0;Polychaeta;Animalia;Palola;brasiliensis;Eunicidae;Annelida;Eunicida;Paratype;Zanol,Paiva & Attolini;2000;Paulo C. Paiva;Joana Zanol;Joana Zanol;Paulo Paiva;;;;Paulo;Paiva;;90.0;90.0;-19.4758333;-38.3744444;South America;Atlantic Ocean;Brazil;Espírito Santo;;Espírito Santo
128;IBUFRJ 0129;1997-11-07;1998-00-00;1997-11-01;1997.0;11.0;1998.0;0.0;11.0;1997.0;Polychaeta;Animalia;Palola;brasiliensis;Eunicidae;Annelida;Eunicida;Paratype;Zanol,Paiva & Attolini;2000;Paulo C. Paiva;Joana Zanol;Joana Zanol;Paulo Paiva;Navio Astro Garoupa;;;Paulo;Paiva;;60.0;60.0;-22.3694444;-37.5919444;South America;Atlantic Ocean;Brazil;Rio de Janeiro;;Rio de Janeiro
