;Catalog Number;Cataloged Date;Cataloger First Name;Cataloger Last Name;Online;Object Condition;Return Date;Count;Remarks;Specimen condition;Kingdom;Phylum 1;Class 1;Order 1;Family 1;Genus 1;Species 1;Species Author 1;Species Author Year 1;Qualifier 1;Type Status 1;Current 1;Determiner Last Name 1;Determined date 1;Remarks 1;Phylum 2;Class 2;Order 2;Family 2;Genus 2;Species 2;Species Author 2;Qualifier 2;Type Status 2;Current 2;Determiner Last Name 2;Determined date 2;Remarks 2;Start Date;End Date;Verbatim Date;Collector First Name 1;Collector Middle 1;Collector Last Name 1;Collector First Name 2;Collector Middle 2;Collector Last Name 2;Collector First Name 3;Collector Middle 3;Collector Last Name 3;Collector First Name 4;Collector Middle 4;Collector Last Name 4;Min Depth;Max Depth;Substratum;Habitat;Associated Taxa;Researcher Code;Trip Name;Remarks (CT);Method;Prep Type 1;Count 1;Description 1;Fluid Preservation 1;Storage Location 1;Prep Type 2;Count 2;Description 2;Fluid Preservation 2;Storage Location 2;Prep Type 3;Count 3;Description 3;Fluid Preservation 3;Storage Location 3;Continent;WaterBody;Country;State;County;Locality Name;Verbatim locality;Locality and habitat notes;LocationRemarks;Latitude/Longitude Type;Latitude;Longitude;Object Condition Citation;Journal
3550;IBUFRJ 3551;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;Victor C. Seixas;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
3551;IBUFRJ 3552;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;Victor C. Seixas;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
3552;IBUFRJ 3553;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;Victor C. Seixas;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
3553;IBUFRJ 3554;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;Victor C. Seixas;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
3554;IBUFRJ 3555;;Unknown;Unknown;No;Lost;;;;;Animalia;Annelida ;Polychaeta;;;;;;;;;True;Victor C. Seixas;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Unknown;;;;;;;;
3555;IBUFRJ 3556;2014-07-14;Unknown;Unknown;Yes;Available;;1.0;Individuals reserved for molecular analysis – Ci08;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Cirriformia;chicoi;Magalhães, Seixas, Paixa & Elias;2014;;;True;;;;;;;;;;;;;False;;;;2011-08-28;;;Elinia;Medeiros;Lopes;Mariana;;Contins;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Paraíba;João Pessoa;Praia de Cabo Branco;;;;Point;-7.1446944;-34.8086389;;
3556;IBUFRJ 3557;2014-07-14;Unknown;Unknown;Yes;Available;;2.0;Individuals reserved for molecular analysis – Ci01 e Ci02;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Cirriformia;chicoi;Magalhães, Seixas, Paixa & Elias;2014;;;True;;;;;;;;;;;;;False;;;;2013-06-01;;;Elisa;Costa e Silva de;Paiva;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio de Janeiro;Cabo Frio;Ilha do Japonês;;;;Point;-22.8803333;-42.0053333;;
3557;IBUFRJ 3558;2014-07-14;Unknown;Unknown;Yes;Available;;2.0;Individuals reserved for molecular analysis – Ci09 e Ci10;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Cirriformia;chicoi;Magalhães, Seixas, Paixa & Elias;2014;;;True;;;;;;;;;;;;;False;;;;;;;;;;;;;;;;;;;;;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Ceará;Fortaleza;Fortaleza;;;Coordinates adjusted for the locality;;;;;
3558;IBUFRJ 3559;2014-07-14;Unknown;Unknown;No;Lost;;6.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Cirriformia;chicoi;Magalhães, Seixas, Paixa & Elias;2014;;Paratype;True;Wagner F. Magalhaes;2014-00-00;;;;;;;;;;;False;;;;2011-07-11;;;Wagner;Ferreira;Magalhães;L;;Martins;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Bahia;Salvador;Praia de Itapuã;;;;Point;-12.951425;-38.3664722;;
3559;IBUFRJ 3560;2014-07-14;Unknown;Unknown;Yes;Available;;1.0;Individuals reserved for molecular analysis – Ci07;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Cirriformia;chicoi;Magalhães, Seixas, Paixa & Elias;2014;;;True;;;;;;;;;;;;;False;;;;2012-04-08;;;B;;Silva;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Espírito Santo;Vitória;Ilha do Boi;;;;Point;-20.3099167;-40.2842944;;
3560;IBUFRJ 3561;2014-07-14;Unknown;Unknown;Yes;Available;;2.0;Individuals reserved for molecular analysis – Ci03 e Ci04;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Cirriformia;capixabensis;Magalhães, Seixas, Paixa & Elias;2014;;Paratype;True;Wagner F. Magalhaes;2014-00-00;;;;;;;;;;;False;;;;2013-12-01;;;Andre;;Lanna;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Espírito Santo;Guarapari;Praia do Canto;;;;Point;-20.6627778;-40.4970278;;
3561;IBUFRJ 3562;2014-07-14;Unknown;Unknown;Yes;Available;;1.0;Individuals reserved for molecular analysis – Ci06;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Cirriformia;capixabensis;Magalhães, Seixas, Paixa & Elias;2014;;;True;;;;;;;;;;;;;False;;;;2012-04-08;;;B;;Silva;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Espírito Santo;Vitória;Ilha do Boi;;;;Point;-20.3099167;-40.2842944;;
3562;IBUFRJ 3563;2014-07-14;Unknown;Unknown;Yes;Available;;2.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;caribous;Grube;1859;;;True;;;;;;;;;;;;;False;;;;2009-10-23;;;Romulo;Barroso;Baptista;S;MQ;Lima;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio Grande do Norte;Atol das Rocas;Rio Grande do Norte;;;;Point;-3.8671694;-33.8161667;;
3563;IBUFRJ 3564;2014-07-14;Unknown;Unknown;Yes;Available;;9.0;Individuals reserved for molecular analysis – Ti01 a Ti 04;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;caribous;Grube;1859;;;True;;;;;;;;;;;;;False;;;;2013-08-03;;;Carlos;Alberto de Moura;Barboza;Gustavo;;Mattos;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Pernambuco;Fernando de Noronha;Praia do Sueste;;;;Point;-3.8662222;-32.4247222;;
3564;IBUFRJ 3565;2014-07-14;Unknown;Unknown;Yes;Available;;11.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;caribous;Grube;1859;;;True;;;;;;;;;;;;;False;;;;;;;Romulo;Barroso;Baptista;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Abrolhos;;;;Point;-17.9649444;-38.7067778;;
3565;IBUFRJ 3566;2014-07-14;Unknown;Unknown;Yes;Available;;21.0;Individuals reserved for molecular analysis – Ti10 to Ti13;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;caribous;Grube;1859;;;True;;;;;;;;;;;;;False;;;;2012-03-11;;2012-03-11;Victor;Correa;Seixas;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Bahia;Salvador;Praia da Ribeira;;;;Point;-12.9094722;-38.497;;
3566;IBUFRJ 3567;2014-07-14;Unknown;Unknown;Yes;Available;;5.0;Individuals reserved for molecular analysis – Ti26 to Ti 29;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;caribous;Grube;1859;;;True;;;;;;;;;;;;;False;;;;2011-05-03;;2011-05-03;Emilio;de Lanna;Neto;;;;;;;;;;2.0;10.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Pernambuco;Arquipélago de São Pedro e São Paulo;Enseada;;;;Point;-0.9172361;-29.3458333;;
3567;IBUFRJ 3568;2014-07-14;Unknown;Unknown;Yes;Available;;4.0;Individuals reserved for molecular analysis – Ti14 to Ti15;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;oculata;;;;;True;;;;;;;;;;;;;False;;;;;;;Romulo;Barroso;Baptista;;;;;;;;;;;;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Bahia;Caravelas, Abrolhos;Abrolhos;;;;Point;-17.9649444;-38.7067778;;
3568;IBUFRJ 3569;2014-07-14;Unknown;Unknown;Yes;Available;;9.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;ceciliae;Magalhães, Seixas, Paixa & Elias;2014;;Paratype;True;Wagner F. Magalhaes;2014-00-00;;;;;;;;;;;False;;;;2012-03-11;;2012-03-11;Victor;Correa;Seixas;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Bahia;Salvador;Praia da Ribeira;;;;Point;-12.9094722;-38.497;;
3569;IBUFRJ 3570;2014-07-14;Unknown;Unknown;Yes;Available;;51.0;Individuals reserved for molecular analysis – Ti19 to Ti21;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;ceciliae;Magalhães, Seixas, Paixa & Elias;2014;;;True;;;;;;;;;;;;;False;;;;2012-03-11;;2012-03-11;Victor;Correa;Seixas;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Bahia;Salvador;Praia da Ribeira;;;;Point;-12.9094722;-38.497;;
3570;IBUFRJ 3571;2014-07-14;Unknown;Unknown;Yes;Available;;21.0;Individuals reserved for molecular analysis – Ti22 to Ti25;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;ceciliae;Magalhães, Seixas, Paixa & Elias;2014;;;True;;;;;;;;;;;;;False;;;;2013-08-03;;2013-08-03;Carlos;Alberto de Moura;Barboza;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Pernambuco;Fernando de Noronha;Praia do Sueste;;;;Point;-3.8662222;-32.4247222;;
3571;IBUFRJ 3572;2014-07-14;Unknown;Unknown;Yes;Available;;30.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;punctata;(Grube; 1859);;;True;;;;;;;;;;;;;False;;;;2011-05-03;;2011-05-03;Emilio;de Lanna;Neto;;;;;;;;;;2.0;10.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Pernambuco;Arquipélago de São Pedro e São Paulo;Enseada;;;;Point;-0.9172361;-29.3458333;;
3572;IBUFRJ 3573;2014-07-14;Unknown;Unknown;Yes;Available;;6.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;punctata;(Grube; 1859);;;True;;;;;;;;;;;;;False;;;;2011-06-18;;2011-06-18;G;;Rodriguez;;;;;;;;;;10.0;15.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Pernambuco;Arquipélago de São Pedro e São Paulo;Enseada;;;;Point;-0.9172361;-29.3458333;;
3573;IBUFRJ 3574;2014-07-14;Unknown;Unknown;Yes;Available;;17.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;punctata;(Grube; 1859);;;True;;;;;;;;;;;;;False;;;;2009-10-22;;2009-10-22;Romulo;Barroso;Baptista;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio Grande do Norte;Atol das Rocas;Atol das Rocas;;;;Point;-3.8671694;-33.8161667;;
3574;IBUFRJ 3575;2014-07-14;Unknown;Unknown;Yes;Available;;5.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;punctata;(Grube; 1859);;;True;;;;;;;;;;;;;False;;;;2012-01-01;;2012-01-01;Victor;Correa;Seixas;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Rio Grande do Norte;Atol das Rocas;Atol das Rocas;;;;Point;-3.8671694;-33.8161667;;
3575;IBUFRJ 3576;2014-07-14;Unknown;Unknown;Yes;Available;;3.0;;;Animalia;Annelida ;Polychaeta;Terebellida;Cirratulidae;Timarete;punctata;(Grube; 1859);;;True;;;;;;;;;;;;;False;;;;2012-03-11;;2012-03-11;Victor;Correa;Seixas;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Bahia;Salvador;Praia da Ribeira;;;;Point;-12.9094722;-38.497;;
3576;IBUFRJ 3577;2014-07-24;Unknown;Unknown;Yes;Available;;5.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Syllidae;;;;;;;True;"Thauane Silva; Werner Brandão";2014-07-02;;;;;;;;;;;False;;;;2014-06-30;;2014-06-30;Joana;Zanol Pinheiro da;Silva;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;São Sebastião;Praia de Barequeçaba;;;Coordinates adjusted for the locality;;;;;
3577;IBUFRJ 3578;2014-07-24;Unknown;Unknown;Yes;Available;;1.0;;;Animalia;Annelida ;Polychaeta;Phyllodocida;Nephtyidae;;;;;;;True;"Thauane Silva; Werner Brandão";2014-07-02;;;;;;;;;;;False;;;;2014-06-30;;2014-06-30;Joana;Zanol Pinheiro da;Silva;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;São Sebastião;Praia de Barequeçaba;;;Coordinates adjusted for the locality;;;;;
3578;IBUFRJ 3579;2014-07-24;Unknown;Unknown;Yes;Available;;2.0;;;Animalia;Annelida ;Polychaeta;Eunicida;Lumbrineridae;;;;;;;True;"Thauane Silva; Werner Brandão";2014-07-02;;;;;;;;;;;False;;;;2014-06-30;;2014-06-30;Joana;Zanol Pinheiro da;Silva;;;;;;;;;;0.0;0.0;Sediment;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;São Paulo;São Sebastião;Praia de Barequeçaba;;;Coordinates adjusted for the locality;;;;;
3579;IBUFRJ 3580;2014-08-01;Unknown;Unknown;Yes;Available;;25.0;;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2013-06-25;;2013-06-25;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3580;IBUFRJ 3581;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC155;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3581;IBUFRJ 3582;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC158;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3582;IBUFRJ 3583;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC160;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3583;IBUFRJ 3584;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC162;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3584;IBUFRJ 3585;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC163;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3585;IBUFRJ 3586;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC164;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3586;IBUFRJ 3587;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC165;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3587;IBUFRJ 3588;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC167;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3588;IBUFRJ 3589;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC168;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3589;IBUFRJ 3590;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC169;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3590;IBUFRJ 3591;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC170;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3591;IBUFRJ 3592;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC171;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3592;IBUFRJ 3593;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC172;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
3593;IBUFRJ 3594;2014-08-22;Unknown;Unknown;Yes;Available;;1.0;Individual reserved for molecular analysis – PC173;;Animalia;Annelida ;Polychaeta;Sabellida;Sabellariidae;Phragmatopoma;caudata;Krøyer in Mörch;1863;;;True;Gisele E. Occhioni;2014-06-20;;;;;;;;;;;False;;;;2014-05-17;;2014-05-17;J;;Gomes-filho;;;;;;;;;;0.0;0.0;Reef in rocky outcrop;;;;;;Manual;Ethanol 92%;;;Ethanol 92.8%;Sala Prof. Paulo S. Young;DNA;;;;;;;;;;South America;Atlantic Ocean;Brazil;Piauí;Parnaíba;Praia da Pedra do Sal;;Mesolitoral;;Point;-2.8036111;-41.73;;
